"BYLINE","DATE","DATELINE","HEADLINE","LENGTH","PUBLICATION","SECTION","TITLE",
"","Dienstag 8. Mai 2018 11:13 AM GMT+1","","4,5 Millionen Ausfalltage wegen Rückenschmerzen in Bayern","","WELT ONLINE (Deutsch)","","",
"","Dienstag 8. Mai 2018 8:41 AM GMT+1","","Ärztetag: Debatte über Online-Behandlungen und Sprechzeiten","","WELT ONLINE (Deutsch)","","",
"","Dienstag 8. Mai 2018 8:41 AM GMT+1","","Ärztetag: Debatte über Online-Behandlungen und Sprechzeiten","","WELT ONLINE (Deutsch)","","",
"","Dienstag 8. Mai 2018 8:03 AM GMT+1","","Zukunft der East Side Gallery Thema im Parlament","","WELT ONLINE (Deutsch)","","",
"","Dienstag 8. Mai 2018 8:03 AM GMT+1","","Zukunft der East Side Gallery Thema im Parlament","","WELT ONLINE (Deutsch)","","",
"","Dienstag 8. Mai 2018 6:32 AM GMT+1","","Junge Komasäufer: Eltern sollen Rettungseinsätze zahlen","","WELT ONLINE (Deutsch)","","",
"","Dienstag 8. Mai 2018 6:32 AM GMT+1","","Junge Komasäufer: Eltern sollen Rettungseinsätze zahlen","","WELT ONLINE (Deutsch)","","",
"","Dienstag 8. Mai 2018 5:42 AM GMT+1","","Union und SPD diskutieren "Roboterrevolution"","","WELT ONLINE (Deutsch)","","",
"","Dienstag 8. Mai 2018 5:42 AM GMT+1","","Union und SPD diskutieren "Roboterrevolution"","","WELT ONLINE (Deutsch)","","",
"","Dienstag 8. Mai 2018 12:22 AM GMT+1","","Ärztetag: Online-Behandlungen und mehr Sprechzeiten","","WELT ONLINE (Deutsch)","","",
"","Montag 7. Mai 2018 7:50 PM GMT+1","","Klausur auf der Zugspitze; Ein Streitthema vermiest die Gipfelshow der GroKo","","WELT ONLINE (Deutsch)","","",
"","Montag 7. Mai 2018 7:50 PM GMT+1","","Klausur auf der Zugspitze; Ein Streitthema vermiest die Gipfelshow der GroKo","","WELT ONLINE (Deutsch)","","",
"","Montag 7. Mai 2018 7:22 PM GMT+1","","Pflegenotstand; Spahn stellt Tarifverträge für alle Pflegekräfte in Aussicht","","WELT ONLINE (Deutsch)","","",
"","Montag 7. Mai 2018 7:22 PM GMT+1","","Pflegenotstand; Spahn stellt Tarifverträge für alle Pflegekräfte in Aussicht","","WELT ONLINE (Deutsch)","","",
"","Montag 7. Mai 2018 5:10 PM GMT+1","","Neues Kabinett; Nie war Orbáns Spielraum größer","","WELT ONLINE (Deutsch)","","",
"","Montag 7. Mai 2018 5:10 PM GMT+1","","Neues Kabinett; Nie war Orbáns Spielraum größer","","WELT ONLINE (Deutsch)","","",
"","Montag 7. Mai 2018 4:01 PM GMT+1","","Verband warnt vor Kollaps des Pflegesystems","","WELT ONLINE (Deutsch)","","",
"","Montag 7. Mai 2018 4:01 PM GMT+1","","Verband warnt vor Kollaps des Pflegesystems","","WELT ONLINE (Deutsch)","","",
"","Montag 7. Mai 2018 2:52 PM GMT+1","","Freie Wähler: Klage gegen Söders Regierungsbeauftragte?","","WELT ONLINE (Deutsch)","","",
"","Montag 7. Mai 2018 2:52 PM GMT+1","","Freie Wähler: Klage gegen Söders Regierungsbeauftragte?","","WELT ONLINE (Deutsch)","","",
"","Montag 7. Mai 2018 10:44 AM GMT+1","","Land vergibt Altenpflegepreis","","WELT ONLINE (Deutsch)","","",
"","Montag 7. Mai 2018 10:44 AM GMT+1","","Land vergibt Altenpflegepreis","","WELT ONLINE (Deutsch)","","",
"","Montag 7. Mai 2018 10:17 AM GMT+1","","Horoskop; So wird die Woche vom 30. April bis 6. Mai 2018","","WELT ONLINE (Deutsch)","","",
"","Montag 7. Mai 2018 10:17 AM GMT+1","","Horoskop; So wird die Woche vom 30. April bis 6. Mai 2018","","WELT ONLINE (Deutsch)","","",
"","Montag 7. Mai 2018 7:12 AM GMT+1","","Sprachlosigkeit als Folge von Schlaganfall wenig bekannt","","WELT ONLINE (Deutsch)","","",
"","Montag 7. Mai 2018 7:12 AM GMT+1","","Sprachlosigkeit als Folge von Schlaganfall wenig bekannt","","WELT ONLINE (Deutsch)","","",
"","Montag 7. Mai 2018 12:00 AM GMT+1","","Ärztepräsident; "Es wird niemals jeder Patient seinen Wunschtermin bekommen"","","WELT ONLINE (Deutsch)","","",
"","Sonntag 6. Mai 2018 3:53 PM GMT+1","","Hessen: Notfallversorgung auch unter neuen Kriterien sichern","","WELT ONLINE (Deutsch)","","",
"","Sonntag 6. Mai 2018 3:53 PM GMT+1","","Hessen: Notfallversorgung auch unter neuen Kriterien sichern","","WELT ONLINE (Deutsch)","","",
"","Sonntag 6. Mai 2018 2:20 PM GMT+1","","Jens Spahn hält nichts von höheren Beiträgen für Raucher","","WELT ONLINE (Deutsch)","","",
"","Sonntag 6. Mai 2018 2:20 PM GMT+1","","Jens Spahn hält nichts von höheren Beiträgen für Raucher","","WELT ONLINE (Deutsch)","","",
"","Sonntag 6. Mai 2018 11:16 AM GMT+1","","Krebskranker US-Senator; McCain will Trump nicht auf seiner Beerdigung dabeihaben","","WELT ONLINE (Deutsch)","","",
"","Sonntag 6. Mai 2018 11:16 AM GMT+1","","Krebskranker US-Senator; McCain will Trump nicht auf seiner Beerdigung dabeihaben","","WELT ONLINE (Deutsch)","","",
"","Sonntag 6. Mai 2018 2:50 AM GMT+1","","Spahn spricht bei Mannheimer Leistungsschau","","WELT ONLINE (Deutsch)","","",
"","Sonntag 6. Mai 2018 12:06 AM GMT+1","","Fraktionsklausur; Frostige Stimmung zwischen Union und SPD vor Zugspitzen-Gipfel","","WELT ONLINE (Deutsch)","","",
"","Samstag 5. Mai 2018 1:35 PM GMT+1","","Neue Initiative; Ärztekammer will Praxisbesuch per Video ermöglichen","","WELT ONLINE (Deutsch)","","",
"","Samstag 5. Mai 2018 1:35 PM GMT+1","","Neue Initiative; Ärztekammer will Praxisbesuch per Video ermöglichen","","WELT ONLINE (Deutsch)","","",
"","Samstag 5. Mai 2018 1:11 PM GMT+1","","Leben für Kinder in Not: Ordensgründerin Fey seliggesprochen","","WELT ONLINE (Deutsch)","","",
"","Samstag 5. Mai 2018 1:11 PM GMT+1","","Leben für Kinder in Not: Ordensgründerin Fey seliggesprochen","","WELT ONLINE (Deutsch)","","",
"","Samstag 5. Mai 2018 10:47 AM GMT+1","",""Positive Lebensstiländerung"; Suchtexperten fordern höhere Preise für Alkohol in Deutschland","","WELT ONLINE (Deutsch)","","",
"","Samstag 5. Mai 2018 10:47 AM GMT+1","",""Positive Lebensstiländerung"; Suchtexperten fordern höhere Preise für Alkohol in Deutschland","","WELT ONLINE (Deutsch)","","",
"","Samstag 5. Mai 2018 9:21 AM GMT+1","","Verband fordert Unterstützung von Familien mit Mehrlingen","","WELT ONLINE (Deutsch)","","",
"","Samstag 5. Mai 2018 9:21 AM GMT+1","","Verband fordert Unterstützung von Familien mit Mehrlingen","","WELT ONLINE (Deutsch)","","",
"","Samstag 5. Mai 2018 8:40 AM GMT+1","","Tourismus; Nordbayern bittet Söder zur Kasse","","WELT ONLINE (Deutsch)","","",
"","Samstag 5. Mai 2018 8:40 AM GMT+1","","Tourismus; Nordbayern bittet Söder zur Kasse","","WELT ONLINE (Deutsch)","","",
"","Freitag 4. Mai 2018 3:31 PM GMT+1","","Anträge auf Landespflegegeld vom 8. Mai an möglich","","WELT ONLINE (Deutsch)","","",
"","Freitag 4. Mai 2018 3:31 PM GMT+1","","Anträge auf Landespflegegeld vom 8. Mai an möglich","","WELT ONLINE (Deutsch)","","",
"","Freitag 4. Mai 2018 2:32 PM GMT+1","","Mutmaßliches Bandenmitglied wegen Rezeptbetrugs vor Gericht","","WELT ONLINE (Deutsch)","","",
"","Freitag 4. Mai 2018 2:32 PM GMT+1","","Mutmaßliches Bandenmitglied wegen Rezeptbetrugs vor Gericht","","WELT ONLINE (Deutsch)","","",
"","Freitag 4. Mai 2018 11:55 AM GMT+1","",""Positive Lebensstiländerung"; Suchtexperten fordern höhere Preise für Alkohol in Deutschland","","WELT ONLINE (Deutsch)","","",
"","Freitag 4. Mai 2018 11:55 AM GMT+1","",""Positive Lebensstiländerung"; Suchtexperten fordern höhere Preise für Alkohol in Deutschland","","WELT ONLINE (Deutsch)","","",
"","Donnerstag 3. Mai 2018 5:50 PM GMT+1","","Selbsternannter König muss hinter Gitter","","WELT ONLINE (Deutsch)","","",
"","Donnerstag 3. Mai 2018 5:50 PM GMT+1","","Selbsternannter König muss hinter Gitter","","WELT ONLINE (Deutsch)","","",
"","Donnerstag 3. Mai 2018 5:17 PM GMT+1","","Fehler beim Haushaltsentwurf; Olaf Scholz steht plötzlich am Pranger","","WELT ONLINE (Deutsch)","","",
"","Donnerstag 3. Mai 2018 5:17 PM GMT+1","","Fehler beim Haushaltsentwurf; Olaf Scholz steht plötzlich am Pranger","","WELT ONLINE (Deutsch)","","",
"","Donnerstag 3. Mai 2018 4:00 PM GMT+1","","Nachlass von Richard Jenrette; 24 Regeln für den Erfolg im Leben","","WELT ONLINE (Deutsch)","","",
"","Donnerstag 3. Mai 2018 4:00 PM GMT+1","","Nachlass von Richard Jenrette; 24 Regeln für den Erfolg im Leben","","WELT ONLINE (Deutsch)","","",
"","Donnerstag 3. Mai 2018 3:41 PM GMT+1","","Grüne werfen Regierung Ignoranz in Sachen Pflege vor","","WELT ONLINE (Deutsch)","","",
"","Donnerstag 3. Mai 2018 3:41 PM GMT+1","","Grüne werfen Regierung Ignoranz in Sachen Pflege vor","","WELT ONLINE (Deutsch)","","",
"","Donnerstag 3. Mai 2018 3:24 PM GMT+1","","Postbotin von Hund gebissen","","WELT ONLINE (Deutsch)","","",
"","Donnerstag 3. Mai 2018 3:24 PM GMT+1","","Postbotin von Hund gebissen","","WELT ONLINE (Deutsch)","","",
"","Donnerstag 3. Mai 2018 8:02 AM GMT+1","","Medizinkonzern Fresenius auf Kurs - Tochter FMC unter Druck","","WELT ONLINE (Deutsch)","","",
"","Donnerstag 3. Mai 2018 8:02 AM GMT+1","","Medizinkonzern Fresenius auf Kurs - Tochter FMC unter Druck","","WELT ONLINE (Deutsch)","","",
"","Donnerstag 3. Mai 2018 7:01 AM GMT+1","","Studie: 800 000 Beschäftigte leiden unter Rückenschmerzen","","WELT ONLINE (Deutsch)","","",
"","Donnerstag 3. Mai 2018 7:01 AM GMT+1","","Studie: 800 000 Beschäftigte leiden unter Rückenschmerzen","","WELT ONLINE (Deutsch)","","",
"","Donnerstag 3. Mai 2018 6:20 AM GMT+1","","Studie: Hunderttausende Thüringer haben Rückenschmerzen","","WELT ONLINE (Deutsch)","","",
"","Donnerstag 3. Mai 2018 6:20 AM GMT+1","","Studie: Hunderttausende Thüringer haben Rückenschmerzen","","WELT ONLINE (Deutsch)","","",
"","Donnerstag 3. Mai 2018 2:00 AM GMT+1","","Handwerkskammer Erfurt stellt Konjunkturreport vor","","WELT ONLINE (Deutsch)","","",
"","Mittwoch 2. Mai 2018 9:33 PM GMT+1","","Laborunternehmer Schottdorf mit 78 Jahren gestorben","","WELT ONLINE (Deutsch)","","",
"","Mittwoch 2. Mai 2018 9:33 PM GMT+1","","Laborunternehmer Schottdorf mit 78 Jahren gestorben","","WELT ONLINE (Deutsch)","","",
"","Mittwoch 2. Mai 2018 5:05 PM GMT+1","","Nachlass von Richard Jenrette; 24 Regeln für den Erfolg im Leben","","WELT ONLINE (Deutsch)","","",
"","Mittwoch 2. Mai 2018 5:05 PM GMT+1","","Nachlass von Richard Jenrette; 24 Regeln für den Erfolg im Leben","","WELT ONLINE (Deutsch)","","",
"","Mittwoch 2. Mai 2018 11:03 AM GMT+1","","Risikogebiete für FSME weiten sich in Sachsen aus","","WELT ONLINE (Deutsch)","","",
"","Mittwoch 2. Mai 2018 11:03 AM GMT+1","","Risikogebiete für FSME weiten sich in Sachsen aus","","WELT ONLINE (Deutsch)","","",
"","Dienstag 1. Mai 2018 4:26 PM GMT+1","","Mai-Demos in Hamburg; Tagsüber für Gerechtigkeit, abends gegen Kapitalismus","","WELT ONLINE (Deutsch)","","",
"","Dienstag 1. Mai 2018 4:26 PM GMT+1","","Mai-Demos in Hamburg; Tagsüber für Gerechtigkeit, abends gegen Kapitalismus","","WELT ONLINE (Deutsch)","","",
"","Dienstag 1. Mai 2018 1:42 PM GMT+1","","Ministerpräsident Weil: Tretet in Gewerkschaften ein","","WELT ONLINE (Deutsch)","","",
"","Dienstag 1. Mai 2018 1:42 PM GMT+1","","Ministerpräsident Weil: Tretet in Gewerkschaften ein","","WELT ONLINE (Deutsch)","","",
"","Montag 30. April 2018 11:50 AM GMT+1","","Beitragssenkungen; "Todesspirale" - Experten warnen vor Spahns Krankenkassen-Plänen","","WELT ONLINE (Deutsch)","","",
"","Montag 30. April 2018 11:50 AM GMT+1","","Beitragssenkungen; "Todesspirale" - Experten warnen vor Spahns Krankenkassen-Plänen","","WELT ONLINE (Deutsch)","","",
"","Montag 30. April 2018 10:32 AM GMT+1","","Einlasskontrollen 2017; Mehr als 3500 Messer an Berliner Gerichten sichergestellt","","WELT ONLINE (Deutsch)","","",
"","Montag 30. April 2018 10:32 AM GMT+1","","Einlasskontrollen 2017; Mehr als 3500 Messer an Berliner Gerichten sichergestellt","","WELT ONLINE (Deutsch)","","",
"","Montag 30. April 2018 10:27 AM GMT+1","",""Anne Will"; Die Schwärmerei des Jürgen Trittin für Donald Trump","","WELT ONLINE (Deutsch)","","",
"","Montag 30. April 2018 10:27 AM GMT+1","",""Anne Will"; Die Schwärmerei des Jürgen Trittin für Donald Trump","","WELT ONLINE (Deutsch)","","",
"","Montag 30. April 2018 7:41 AM GMT+1","","Ministerium sieht Bedarf für weiteren Rettungsflieger","","WELT ONLINE (Deutsch)","","",
"","Montag 30. April 2018 7:41 AM GMT+1","","Ministerium sieht Bedarf für weiteren Rettungsflieger","","WELT ONLINE (Deutsch)","","",
"","Montag 30. April 2018 6:43 AM GMT+1","","Horoskop; So wird die Woche vom 30. April bis 6. Mai 2018","","WELT ONLINE (Deutsch)","","",
"","Montag 30. April 2018 6:43 AM GMT+1","","Horoskop; So wird die Woche vom 30. April bis 6. Mai 2018","","WELT ONLINE (Deutsch)","","",
"","Sonntag 29. April 2018 7:12 PM GMT+1","","Countdown zum Ausstieg; Ein Brief zeigt die Überforderung Londons mit dem Brexit","","WELT ONLINE (Deutsch)","","",
"","Sonntag 29. April 2018 7:12 PM GMT+1","","Countdown zum Ausstieg; Ein Brief zeigt die Überforderung Londons mit dem Brexit","","WELT ONLINE (Deutsch)","","",
"","Sonntag 29. April 2018 2:34 PM GMT+1","","Klage wegen Kündigung von Streikenden in Klinik eingereicht","","WELT ONLINE (Deutsch)","","",
"","Sonntag 29. April 2018 2:34 PM GMT+1","","Klage wegen Kündigung von Streikenden in Klinik eingereicht","","WELT ONLINE (Deutsch)","","",
"","Sonntag 29. April 2018 1:03 PM GMT+1","","Irlands Einsamkeit; Nur die Zarten kommen in den Garten","","WELT ONLINE (Deutsch)","","",
"","Sonntag 29. April 2018 1:03 PM GMT+1","","Irlands Einsamkeit; Nur die Zarten kommen in den Garten","","WELT ONLINE (Deutsch)","","",
"","Sonntag 29. April 2018 9:52 AM GMT+1","","Regress ist selten: 220 Arztpraxen mussten Geld zurückzahlen","","WELT ONLINE (Deutsch)","","",
"","Sonntag 29. April 2018 9:52 AM GMT+1","","Regress ist selten: 220 Arztpraxen mussten Geld zurückzahlen","","WELT ONLINE (Deutsch)","","",
"","Samstag 28. April 2018 6:09 PM GMT+1","","Gesundheitsminister; "Gefährliche Vertrauenskrise" - Spahn will mehr Pflegekräfte","","WELT ONLINE (Deutsch)","","",
"","Samstag 28. April 2018 6:09 PM GMT+1","","Gesundheitsminister; "Gefährliche Vertrauenskrise" - Spahn will mehr Pflegekräfte","","WELT ONLINE (Deutsch)","","",
"","Samstag 28. April 2018 1:37 PM GMT+1","","Britisches Kleinkind; Alfie Evans ist tot - "Unser Herz ist gebrochen"","","WELT ONLINE (Deutsch)","","",
"","Samstag 28. April 2018 1:37 PM GMT+1","","Britisches Kleinkind; Alfie Evans ist tot - "Unser Herz ist gebrochen"","","WELT ONLINE (Deutsch)","","",
"","Samstag 28. April 2018 1:26 PM GMT+1","","Vorschlag des Grünen-Chefs; Flüchtlinge, die Pfleger werden, sollen bleiben dürfen","","WELT ONLINE (Deutsch)","","",
"","Samstag 28. April 2018 1:26 PM GMT+1","","Vorschlag des Grünen-Chefs; Flüchtlinge, die Pfleger werden, sollen bleiben dürfen","","WELT ONLINE (Deutsch)","","",
"","Samstag 28. April 2018 2:25 AM GMT+1","","Landkreis-Präsident; "Die Gesundheitsversorgung auf dem Land sehe ich gefährdet"","","WELT ONLINE (Deutsch)","","",
"","Freitag 27. April 2018 6:53 PM GMT+1","","Kassenrücklagen: Nahles hält Spahns Idee für "Schein-Nummer"","","WELT ONLINE (Deutsch)","","",
"","Freitag 27. April 2018 6:53 PM GMT+1","","Kassenrücklagen: Nahles hält Spahns Idee für "Schein-Nummer"","","WELT ONLINE (Deutsch)","","",
"","Freitag 27. April 2018 3:23 PM GMT+1","","Roman "Teich"; Das Monster vom Walden Pond","","WELT ONLINE (Deutsch)","","",
"","Freitag 27. April 2018 3:23 PM GMT+1","","Roman "Teich"; Das Monster vom Walden Pond","","WELT ONLINE (Deutsch)","","",
"","Freitag 27. April 2018 1:53 PM GMT+1","","US-Präsident vs. Tech-Gigant; Trumps Angriff auf Amazon ist eine Finte","","WELT ONLINE (Deutsch)","","",
"","Freitag 27. April 2018 12:25 PM GMT+1","","AOK: Rabattverträge sind nicht Schuld an Lieferengpässen","","WELT ONLINE (Deutsch)","","",
"","Freitag 27. April 2018 12:25 PM GMT+1","","AOK: Rabattverträge sind nicht Schuld an Lieferengpässen","","WELT ONLINE (Deutsch)","","",
"","Donnerstag 26. April 2018 6:51 PM GMT+1","","Landtag will weitere Erleichterungen für Rentner","","WELT ONLINE (Deutsch)","","",
"","Donnerstag 26. April 2018 6:51 PM GMT+1","","Landtag will weitere Erleichterungen für Rentner","","WELT ONLINE (Deutsch)","","",
"","Donnerstag 26. April 2018 6:44 PM GMT+1","",""Zeichen wider das Vergessen": Landtag zur Gedenkkultur","","WELT ONLINE (Deutsch)","","",
"","Donnerstag 26. April 2018 6:44 PM GMT+1","",""Zeichen wider das Vergessen": Landtag zur Gedenkkultur","","WELT ONLINE (Deutsch)","","",
"","Donnerstag 26. April 2018 5:46 PM GMT+1","","@neuimbundestag; Alle reden über Berufsbildung - die AfD über Aufklärungsunterricht","","WELT ONLINE (Deutsch)","","",
"","Donnerstag 26. April 2018 5:46 PM GMT+1","","@neuimbundestag; Alle reden über Berufsbildung - die AfD über Aufklärungsunterricht","","WELT ONLINE (Deutsch)","","",
"","Donnerstag 26. April 2018 4:13 PM GMT+1","","Prämien für Beamten für Bearbeitung von Pflegegeldanträgen","","WELT ONLINE (Deutsch)","","",
"","Donnerstag 26. April 2018 4:13 PM GMT+1","","Prämien für Beamten für Bearbeitung von Pflegegeldanträgen","","WELT ONLINE (Deutsch)","","",
"","Donnerstag 26. April 2018 3:01 PM GMT+1","","Rot-Rot-Grün für Pflegequote in Thüringer Altenheimen","","WELT ONLINE (Deutsch)","","",
"","Donnerstag 26. April 2018 3:01 PM GMT+1","","Rot-Rot-Grün für Pflegequote in Thüringer Altenheimen","","WELT ONLINE (Deutsch)","","",
"","Donnerstag 26. April 2018 10:22 AM GMT+1","","Großbritannien; "In Deutschland wäre Alfie schon ein Jahr lang zu Hause"","","WELT ONLINE (Deutsch)","","",
"","Donnerstag 26. April 2018 10:22 AM GMT+1","","Großbritannien; "In Deutschland wäre Alfie schon ein Jahr lang zu Hause"","","WELT ONLINE (Deutsch)","","",
"","Donnerstag 26. April 2018 8:42 AM GMT+1","","DAK: Rund 360 000 Saarländer leiden unter Rückenschmerzen","","WELT ONLINE (Deutsch)","","",
"","Donnerstag 26. April 2018 8:42 AM GMT+1","","DAK: Rund 360 000 Saarländer leiden unter Rückenschmerzen","","WELT ONLINE (Deutsch)","","",
"","Mittwoch 25. April 2018 4:40 PM GMT+1","","Großbritannien; "In Deutschland wäre Alfie schon ein Jahr lang zu Hause"","","WELT ONLINE (Deutsch)","","",
"","Mittwoch 25. April 2018 4:40 PM GMT+1","","Großbritannien; "In Deutschland wäre Alfie schon ein Jahr lang zu Hause"","","WELT ONLINE (Deutsch)","","",
"","Mittwoch 25. April 2018 4:21 PM GMT+1","","Berlin hat im Bundesvergleich kleinsten Pflegermangel","","WELT ONLINE (Deutsch)","","",
"","Mittwoch 25. April 2018 4:21 PM GMT+1","","Berlin hat im Bundesvergleich kleinsten Pflegermangel","","WELT ONLINE (Deutsch)","","",
"","Mittwoch 25. April 2018 2:11 PM GMT+1","","Bereitschaftsnummer 116117: Hamburger Ärzte erweitern Hilfe","","WELT ONLINE (Deutsch)","","",
"","Mittwoch 25. April 2018 2:11 PM GMT+1","","Bereitschaftsnummer 116117: Hamburger Ärzte erweitern Hilfe","","WELT ONLINE (Deutsch)","","",
"","Mittwoch 25. April 2018 2:04 PM GMT+1","","CDU-Fraktion sieht "Überalterungsproblem" bei Hausärzten","","WELT ONLINE (Deutsch)","","",
"","Mittwoch 25. April 2018 2:04 PM GMT+1","","CDU-Fraktion sieht "Überalterungsproblem" bei Hausärzten","","WELT ONLINE (Deutsch)","","",
"","Mittwoch 25. April 2018 1:13 PM GMT+1","","Pädophilie: Vorbeugende Therapie von Männern meist wirksam","","WELT ONLINE (Deutsch)","","",
"","Mittwoch 25. April 2018 1:13 PM GMT+1","","Pädophilie: Vorbeugende Therapie von Männern meist wirksam","","WELT ONLINE (Deutsch)","","",
"","Mittwoch 25. April 2018 1:02 PM GMT+1","","Pflegenotstand: Zahl der offenen Stellen hoch","","WELT ONLINE (Deutsch)","","",
"","Mittwoch 25. April 2018 1:02 PM GMT+1","","Pflegenotstand: Zahl der offenen Stellen hoch","","WELT ONLINE (Deutsch)","","",
"","Mittwoch 25. April 2018 12:42 PM GMT+1","","Fachkräftemangel in der Altenpflege: Sachsen Schlusslicht","","WELT ONLINE (Deutsch)","","",
"","Mittwoch 25. April 2018 12:42 PM GMT+1","","Fachkräftemangel in der Altenpflege: Sachsen Schlusslicht","","WELT ONLINE (Deutsch)","","",
"","Mittwoch 25. April 2018 11:13 AM GMT+1","","Sachsen-Anhalt fehlen Fachkräfte in Alten- und Krankenpflege","","WELT ONLINE (Deutsch)","","",
"","Mittwoch 25. April 2018 11:13 AM GMT+1","","Sachsen-Anhalt fehlen Fachkräfte in Alten- und Krankenpflege","","WELT ONLINE (Deutsch)","","",
"","Mittwoch 25. April 2018 6:43 AM GMT+1","","Fast 3000 Fachkraftstellen in Pflege unbesetzt","","WELT ONLINE (Deutsch)","","",
"","Mittwoch 25. April 2018 6:43 AM GMT+1","","Fast 3000 Fachkraftstellen in Pflege unbesetzt","","WELT ONLINE (Deutsch)","","",
"","Dienstag 24. April 2018 5:01 PM GMT+1","","Land will Teil der Medizin-Studienplätze an Landärzte geben","","WELT ONLINE (Deutsch)","","",
"","Dienstag 24. April 2018 5:01 PM GMT+1","","Land will Teil der Medizin-Studienplätze an Landärzte geben","","WELT ONLINE (Deutsch)","","",
"","Dienstag 24. April 2018 4:44 PM GMT+1","","Studie: Mehr psychische Erkrankungen bei jungen Erwachsenen","","WELT ONLINE (Deutsch)","","",
"","Dienstag 24. April 2018 4:44 PM GMT+1","","Studie: Mehr psychische Erkrankungen bei jungen Erwachsenen","","WELT ONLINE (Deutsch)","","",
"","Dienstag 24. April 2018 3:01 PM GMT+1","","Jeder vierte junge Erwachsene hatte psychische Erkrankung","","WELT ONLINE (Deutsch)","","",
"","Dienstag 24. April 2018 3:01 PM GMT+1","","Jeder vierte junge Erwachsene hatte psychische Erkrankung","","WELT ONLINE (Deutsch)","","",
"","Dienstag 24. April 2018 3:00 PM GMT+1","","Kritik vom Rechnungshof; Die Abzocke mit den Zahnspangen","","WELT ONLINE (Deutsch)","","",
"","Dienstag 24. April 2018 3:00 PM GMT+1","","Kritik vom Rechnungshof; Die Abzocke mit den Zahnspangen","","WELT ONLINE (Deutsch)","","",
"","Dienstag 24. April 2018 1:31 AM GMT+1","","Landesregierung berät Strategien gegen Ärztemangel","","WELT ONLINE (Deutsch)","","",
"","Montag 23. April 2018 7:12 PM GMT+1","","Royal Baby Nr. 3; Warum Kate so schnell die Klinik verlässt","","WELT ONLINE (Deutsch)","","",
"","Montag 23. April 2018 7:12 PM GMT+1","","Royal Baby Nr. 3; Warum Kate so schnell die Klinik verlässt","","WELT ONLINE (Deutsch)","","",
"","Montag 23. April 2018 1:04 PM GMT+1","","725 000 Euro für Selbsthilfe in MV","","WELT ONLINE (Deutsch)","","",
"","Montag 23. April 2018 1:04 PM GMT+1","","725 000 Euro für Selbsthilfe in MV","","WELT ONLINE (Deutsch)","","",
"","Sonntag 22. April 2018 12:02 AM GMT+1","","Gestiegene Beiträge; Hohe Prämien für Privatversicherte werden Politikum","","WELT ONLINE (Deutsch)","","",
"","Samstag 21. April 2018 5:23 PM GMT+1","","Grüne für Wickeltisch-Pflicht in Behörden und Gaststätten","","WELT ONLINE (Deutsch)","","",
"","Samstag 21. April 2018 5:23 PM GMT+1","","Grüne für Wickeltisch-Pflicht in Behörden und Gaststätten","","WELT ONLINE (Deutsch)","","",
"","Freitag 20. April 2018 6:47 PM GMT+1","","Private Anbieter: Gute Pflege bleibt Herausforderung","","WELT ONLINE (Deutsch)","","",
"","Freitag 20. April 2018 6:47 PM GMT+1","","Private Anbieter: Gute Pflege bleibt Herausforderung","","WELT ONLINE (Deutsch)","","",
